编号,标题,年份,封面,导演,编剧,主演,类型,上映日期,国家地区,语言,时长,别名,互联网电影数据库,评分,评分人数,五星,四星,三星,两星,一星,标记,简介
26309788,金刚：骷髅岛,2017,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2436030518.jpg,乔丹·沃格特-罗伯茨,麦克思·鲍伦斯坦,汤姆·希德勒斯顿,动作,2017/2/28, 美国 , 英语 ,119, Skull Island,tt3731562,6.5,155135,6.5,29.2,51.3,11.2,1.9,金刚/美国/怪兽/冒险/科幻/动作/2017/奇幻,上世纪70年代，一支集结了科考队员、探险家、战地摄影记者、军人的探险队，冒险前往南太平洋上的神秘岛屿——骷髅岛。他们的到来惊扰了岛上之神——史上最大金刚。经过一番惨烈的激战之后，探险队员散落在了岛屿各处。此时，队员们才意识到这次探险并不是一次单纯的科考任务，而是去探索怪兽存在的证明。\n                                    \n                                　　在这片与世隔绝、危险密布的丛林，无数怪异的史前生物暗藏其中，时刻威胁着他们的生命。队员们还遇到了神秘的原始部落，金刚的身世和其守护岛屿的原因也被逐渐揭开，原来，恐怖阴森的骷髅岛上还蛰伏着更凶狠残暴的怪兽……
26309965,大侦探霍桑,2019,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2546253802.jpg,周显扬,杜致朗,韩庚,喜剧,2019/1/25, 中国大陆, 汉语普通话 ,98, 大侦探 / 霍桑探案 / The Great Detective,tt7359998,3.4,1882,2.1,1.7,10.7,33.3,52.1,侦探/悬疑/推理/烂片/破案/喜剧/中国大陆/动作,影片改编自中国侦探小说家程小青的《霍桑探案集》，讲述了在中俄边境有一个富裕而神秘的城市——黄金城，这里发生了一起离奇的谋杀案，扑朔迷离的线索，身份不明的各路人马都让霍桑的探案之旅充满了未知和险阻，而最大嫌疑犯——怪盗江南燕出神入化的易容技巧更是让整个案件变得错综复杂。霍桑究竟能否在一系列的危机之下查明真相并全身而退呢？
26309968,消失爱人,2016,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2305070844.jpg,黄真真,黄真真,黎明,爱情,2016/1/15, 中国大陆, 汉语普通话,109, 消失的爱人(港) / 看不见的秘密 / The Secret,tt5436486,4.8,10734,6.1,9.8,28.8,30.6,24.7,爱情/悬疑/温情/2016/中国/亲情/大陆/感人,凯峰（黎明 饰）的妻子秋捷（王珞丹 饰）在一场意外之中不幸丧生，令凯峰沉浸在悲痛和绝望之中。凯峰找到了灵媒师，希望妻子能够死而复生，然而让凯峰没有想到的是，他的愿望竟然成真，秋捷以幽灵的形式回到了他的身边。\n                                    \n                                　　灵媒师告诉凯峰，秋捷并不知道自己已经死去，凯峰和儿子沐沐必须保守这个秘密，一旦秋捷识破真相，就会消失。就这样，这个家庭以这样一种诡异的方式破镜重圆。然而某一日，凯峰的表弟吉米（林俊杰 饰）竟然看见了秋捷的魂魄，与此同时，令秋捷丧生的那场雪山事故亦被媒体大肆报道，当一切都濒临崩溃之时，一个更大的秘密渐渐浮出了水面。
26309969,新乌龙院之笑闹江湖,2018,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2529762680.jpg,朱延平,张耀升,王宁,剧情,2018/8/17, 中国大陆, 汉语普通话,103, 新乌龙院 / Oolong Courtyard,tt8549902,3.5,13051,0.8,2.6,15.7,34.4,46.5,喜剧/搞笑/烂片/情怀/2018/国产/中国/电影,取材自敖幼祥的经典漫画IP《乌龙院》。讲述了乌龙院又到新一年招生季，一心想要当坏人的阿威（王宁 饰）和想要“学坏”的程明星（孔连顺 饰）潜入到乌龙院，想要偷师学艺并肩负秘密使命。二人为了骗取了长眉师父（吴孟达 饰）的信任，与小文师兄（郝劭文 饰）、大师兄（梁超 饰）、阳光 （张峻豪 饰）、“蛇蝎美人小师姐”蕊蕊（李欣蕊 饰）等一众徒弟在乌龙院内发生了一系列啼笑皆非的乌龙囧事，随着神秘女子（王智 饰）的出现，斗智斗勇的荒唐囧事也即将发生。
26310114,诚实国度的爱丽丝,2015,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2232945739.jpg,安国真,安国真,李贞贤,剧情,2015/8/13, 韩国, 韩语,90, Alice In Earnestland,tt4702528,7.6,8483,17.3,47.4,31.8,3,0.5,韩国/犯罪/人性/剧情/2015/黑色幽默/惊悚/独立,"\""诚实国度的爱丽丝\""描画的是一个女人盲目的爱情以及各种纠结缠绕波澜万丈的故事。这篇电影是以短篇电影积累经验的安国真导演的长篇电影处女作。"
26310141,星语心愿之再爱,2015,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2263269186.jpg,邓科,邓科,王传君,爱情,2015/9/11, 中国大陆, 汉语普通话,92, 星语心愿之再·爱 / Fly Me to Venus,tt5008220,6.1,2808,14.9,19,34,19.1,12.9,爱情/中国/王传君/2015/国产/国产电影/大陆电影/烂片,“洋葱头”升级暖男学霸（王传君 饰），“秋男”晋升霸气师姐（董维嘉 饰），你也许会猜中开头，但你永远猜不到结局。\n                                    \n                                　　情未了，爱难追。连一个拥抱都无法给与，我却是这世上最爱你的那一个；就算命运一定要让我们生死相隔，我也要找到一种方式回到你身旁守护你……
26311828,女主角失格,2015,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2239732345.jpg,英勉,吉田惠里香,桐谷美玲,喜剧,2015/9/19, 日本, 日语,112, Heroine Disqualified,tt4396042,6.4,15060,9.2,23.9,48.3,15.7,2.9,日本/爱情/青春/漫画改编/校园/纯爱/2015/喜剧,一座平凡的高中内，不善与人交流的帅哥寺坂利太（山崎贤人 饰）超受女孩欢迎。不过在超爱幻想的女孩松崎羽鸟（桐谷美玲 饰）眼里，那些女孩都是形同杂鱼般的人物。小学时候，利太因为母亲与人私奔而受到欺负，这时候羽鸟出手相助，两人也因此成为好友。自信的羽鸟相信自己和利太就是命中注定的一对，谁曾想童话般的爱情故事居然朝着意想不到的方向展开。同班其貌不扬的女孩安达未帆（我妻三轮子 饰）被人欺负，利太出面帮助了她，两人竟由此成为男女朋友。眼看自己从女主角沦为杂鱼配角，羽鸟的内心产生前所未有的裂变……\n                                    \n                                　　本片根据幸田桃子的同名漫画改编。
26311973,唐人街探案,2015,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2302930556.jpg,陈思诚,陈思诚,王宝强,喜剧,2015/12/31, 中国大陆, 汉语普通话 ,135, 唐人街·探案 / 唐探 / Detective Chinatown,tt5290882,7.5,411827,17.3,47.8,29.4,4.2,1.3,喜剧/推理/悬疑/搞笑/中国/犯罪/大陆/2015,天赋异禀的结巴少年秦风（刘昊然 饰）警校落榜，被姥姥遣送泰国找远房表舅——号称“唐人街第一神探”，实则猥琐的大叔唐仁（王宝强 饰）散心。不想一夜花天酒地后，唐仁沦为离奇凶案嫌疑人，不得不和秦风亡命天涯……穷追不舍的警探黄兰登（陈赫 饰）、无敌幸运的警察坤泰（肖央 饰）、穷凶极恶的匪帮三人组、高深莫测的唐人街教父、美艳风骚的老板娘阿香（佟丽娅 饰）等悉数登场！七天！唐仁、秦风必须取长补短、同仇敌忾！他们能否躲避警察追捕、匪帮追杀、黑帮围剿，在短短七天内，完成找到失落的黄金并查明真凶，为自己洗清罪名这些逆天的任务？
26311976,星笼之海,2016,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2313843748.jpg,和泉圣治,岛田庄司,玉木宏,犯罪,2016/6/4, 日本, 日语,107, 星笼之海 侦探御手洗的事件簿,tt4657280,5.3,2191,2.1,7.3,48.7,35.2,6.8,日本/推理/2016/悬疑/小说改编/犯罪/玉木宏HiroshiTamaki/2016上海国际电影节,短短半年时间，濑户内海的小岛便漂来了6具无名男尸，这一系列神秘事件引发人们的广泛猜测，小岛更被冠以“死尸岛”这一可怕名字。英俊帅气且拥有天才头脑的科学家兼私家侦探御手洗洁（玉木宏 饰）从编辑小川美雪（广濑爱丽丝 饰）口中听到了死尸岛的传说，由此勾起了他无限的好奇心，当即启程飞赴濑户内海。\n                                    \n                                　　经过一番调查，御手洗很快判明6具尸体全部来自广岛县的福山市。当然无名尸体并未就此停止出现，不久又有一名外籍女子暴死的尸体被人发现，此外在某瀑布另有男女遭人拘禁。几宗案件有着千丝万缕的联系，御手洗甚至追溯至战国和江户时代之交所发生的重大事件。错综复杂的线索所裹挟的真相逐渐浮出水面……
26311982,笑傲江湖,2003,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224051619.jpg,黄健中,金庸,李亚鹏,剧情,, 中国大陆, 汉语普通话,112, 笑傲江湖电影版,,8,1381,36.1,38.4,18.6,4.5,2.4,笑傲江湖/武侠/武侠片/李亚鹏/电视剧/张纪中/国产/2003,电影版《笑傲江湖》是在尊重原作的基础上，对故事情节加以精化及对色彩、声音、人物形象精雕细刻的润色。担任该片监制的张纪中先生认为：如果将原来只是打算拍成电视剧的片子剪成电影，确实难度比较大，但也不是没有可能。难就难在这不像拍电视剧的时候套拍电影，套拍是一定要在前期就有想法的，这样才会有意识地拍一些镜头，至于拍完以后怎样剪最合适，那真是要有高手来操作才行。因此，制片商不惜花巨资将该片远渡重洋拿到美国聘请知名剪辑师精心剪辑，力求达到高清晰、高标准的效果。剪辑后的电影版《笑傲江湖》全片长达112分钟，画面唯美、声音清晰，主演仍是影视红星李亚鹏、许晴等原班人马。
26312844,荒唐六蛟龙,2015,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2277525404.jpg,弗兰克·克拉斯,提姆·赫利希,亚当·桑德勒,喜剧,2015/12/11, 美国, 英语,119, 六逗逼 / 滑稽六人组,tt2479478,6,2153,8,19.5,45.9,20.2,6.5,喜剧/搞笑/西部/美国/恶搞/亚当·桑德勒/2015/犯罪,影片灵感来源于约翰·斯特奇斯指导的著名西部片《豪勇七蛟龙》，但也有人指出该片的预告片皆模仿知名导演昆丁的第八部长片《八恶人》。由Netflix原创出品的电影，将于今年12月11日在Netflix上全面放出。影片讲述素不相识的六位陌生人，只因有着共同父亲而聚集到一起的故事，成为整个西部最为“臭名远扬”的黑帮小队。影片投资高达6600万美金，同时强大的阵容也受到很多关注。影片最早是派拉蒙在2012年的项目，但后改为由华纳兄弟，Netflix和亚当·桑德勒的公司出品，但因华纳兄弟中途退出，在2014年由Netflix全盘接手。Netflix接手后，除去亚当·桑德勒以外加入了其他数位明星，打造了本片全明星的阵容。本片试用极多的美国印第安原住民，从而更为深刻打造出西部片和印第安风的画面感。
26313740,玩命直播,2016,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2410038523.jpg,亨利·朱斯特,琼·瑞安,艾玛·罗伯茨,动作,2016/7/27, 美国, 英语,96, 真心话vs大冒险 / 极限挑机(港) / 监控者,tt3531824,6.5,34436,5.5,28.9,53.9,10.4,1.4,美国/冒险/犯罪/网络/人性/2016/惊悚/剧情,一款名为Nerve的真人大冒险直播游戏正席卷纽约城，游戏参与者有两个不同的选择，要么当“观看者”，要么当“玩家”，观看者付费决定玩家去挑战各种冒险游戏。\n                                    \n                                　　高中女生Vee（艾玛·罗伯茨 Emma Roberts 饰）是个平凡无奇的乖乖女，平日最大的乐趣就是“窥视”学校里的男神JP。她的好友Sydney正沉迷于这个直播游戏里，为了吸引观看者而作出种种大胆行为。受其影响，平日习惯于当旁观者的Vee，也加入了这个直播游戏，成为了“玩家”。她的第一项冒险，就是亲吻一个陌生人。挑战成功后，她才发现这个陌生人Ian（戴夫·弗兰科 Dave Franco 饰）也是游戏玩家之一。他们俩的大冒险直播，从刚开始的好玩刺激，到逐渐走向失控。他们必须携手逃出这场玩命直播……
26313973,我是证人,2015,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2279732402.jpg,安相勋,顾小白,杨幂,剧情,2015/10/30, 中国大陆 , 汉语普通话,112, 盲证 / 盲 / The Witness / 아시증인,tt4979652,6.1,102631,9,21.2,44.4,17.3,8.1,悬疑/犯罪/鹿晗/杨幂/剧情/中国/值得期待的悬疑电影/2015,路小星（杨幂 饰）是一位初出茅庐的见习女警，她的弟弟死于一场意外，而作为见证人的路小星则双目失明。尽管失去了视觉，但路小星的其他感官却因此而意外的活跃起来，即便生活在黑暗之中，路小星却依旧能够敏感的感受到周遭的一举一动。\n                                    \n                                　　一场车祸中，路小星成为了目击者，凭借着自己的特殊能力，她做出了证词，路小星绝佳的感官和记忆力吸引了老刑警鲁力（王景春 饰）的注意。林冲（鹿晗 饰）是车祸的另一位目击者，可奇怪的是，他所做出的证词恰恰和路小星的证词截然不同。一个是五感健全的普通人，一个是双目失明的盲人，究竟应该相信谁的证词？而又是谁在撒谎呢？
26313982,怜悯,2018,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505143522.jpg,詹姆斯·马什,斯科特·Z·本恩斯,科林·费尔斯,剧情,2018/2/9, 英国, 英语,101, 独帆之声(台) / 信念航行(港) / Deep Water,tt3319730,6.6,1298,7.2,28.3,53.9,9,1.6,传记/英国/ColinFirth/剧情/英国电影/2018/RachelWeisz/Colin•Firth,据英国媒体消息，科林·费斯主演的最新传记电影将于本周与英国开拍。该片根据1968年发生在英国一位业余航海者唐纳德·克劳赫斯特身上的传奇而悲剧性的真实故事改编拍摄，将呈现他欺骗家人、赛事组织者以及公众，来相信他用时240天环游地球的全过程。\n                                    \n                                　　科林·费斯将在片中饰演唐纳德·克劳赫斯特。目前他正在接受专业的航海课程训练。近日科林·费斯还出席了戛纳电影节的某个游艇派对，并透露他不仅要在片中驾驶一艘41英尺的三体帆船，还要在小小的船舱里进行表演。\n                                    \n                                　　此外，“英伦玫瑰”蕾切尔·薇姿将出演唐纳德的妻子一角。虽然影片将以唐纳德作为重心，但薇姿的角色作为四个孩子的母亲，影片也将详细讲述她在丈夫声名狼藉并离世后，如何在众人的指责中谋生的经历。\n                                    \n                                　　据悉该片将由《万物理论》导演詹姆斯·马什执导。所有海上戏份将在马耳他海域进行拍摄。
26314816,九条命,2016,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2378310691.jpg,巴里·索南菲尔德,丹尼尔·安东尼亚兹,凯文·史派西,喜剧,2016/8/3, 法国 , 英语,87, 我的老爸喵星人(台) / 亿万喵星人(港),tt4383594,6.9,66457,11,33.2,46.8,8,0.9,喜剧/猫/家庭/美国/温情/奇幻/喵/2016,商业精英的汤姆·布兰德（凯文·史派西 Kevin Spacey  饰）是彻头彻尾的工作狂，却时常忽视家庭与亲情。女儿丽贝卡（玛丽娜·维丝曼 Malina Weissman  饰）生日这一天，因公迟到的他匆忙赶去宠物店，为女儿买了一只她喜欢的喵星人，却被宠物店老板（克里斯托弗·沃肯 Christopher Walken 饰）用魔法将他的躯体困在一只宠物猫体内。被困于宠物猫的汤姆大声呼救，然而这对于听不懂猫语的人类只是“喵喵”的叫声。这时沃肯出现在它的笼前，告知它自己是“猫语者”，但沃肯此次并非来救他，只是让他思考自己被变成猫的原因。绝望的史派西惊呼“我讨厌猫”，却得知猫的生命很短暂，很有可能一辈子被困在这里，而回归原型的条件则是要做回一个称职的老公和父亲。随后便发生了一系列令人啼笑皆非的故事。
26315270,冰河追凶,2016,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2325669527.jpg,徐伟,徐伟,梁家辉,动作,2016/4/15, 中国大陆, 汉语普通话,102, Lost in White,tt5714554,5.7,18593,4.1,14.3,49.7,26.4,5.4,犯罪/悬疑/2016/中国/大陆/国产/剧情/动作,在零下四十度极寒之地，以周鹏（梁家辉 饰）、汪豪（佟大为 饰）为首的“追凶者”深入冰河，追查真凶寻找真相。在暗藏杀机的冷酷冰河，牵一发而动全身，每一个人都无法避免地被卷入一场场错综复杂的事件，成为“追凶”成员。而冰河下的最终真相却颠覆所有人的想象……
26315728,贤妻,2017,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2524143751.jpg,比约恩·荣格,简·安德森,格伦·克洛斯,剧情,2017/9/12, 瑞典 , 英语,100, 仁妻(港) / 爱·欺(台),tt3750872,7.2,4708,11.7,40.7,42.5,4.4,0.7,女性/剧情/美国/瑞典/家庭/小说改编/英国/2017,根据Meg Wolitzer所著同名小说改编，女主角Joan Castleman是一位文学家的妻子，美丽忠诚、无瑕疵，牺牲了自己的梦想、才华、野心，花费了40年的时间来辅助丈夫，忽略他的不忠，永远表现得体。而随着时间的推移，他们的婚姻也来到破碎的临界点。在诺贝尔文学奖颁奖的前夜，她将面临生命中最大的牺牲，同时也发现了丈夫职业生涯的秘密。
26316956,密战,2017,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2502474177.jpg,钟少雄,张炭,郭富城,剧情,2017/11/3, 中国大陆, 汉语普通话 ,100, 新永不消逝的电波 / Eternal Wave,tt7628068,4.3,21874,2.2,4.6,25.4,40.4,27.4,谍战/战争/特工/动作/2017/热血/剧情/中国大陆,淞沪会战后上海沦陷，地下工作者林翔（郭富城 饰）受命来到危机四伏的上海，重建惨遭敌人破坏的地下抗日战线。在这里他遇到单纯却很有正义感的兰芳（赵丽颖 饰），这对临时组成的“地下党夫妇”将在战火纷飞中，携手与日本侵略者及伪政府特务展开惊险刺激的生死较量……
26318239,回到火星,2017,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2501879346.jpg,彼德·切尔瑟姆,阿兰·里布,阿萨·巴特菲尔德,剧情,2017/2/3, 美国, 英语,120, 爱上火星男孩(台) / 来自火星的爱(港) / 世界之外 / Out of This World,tt3922818,5.8,7894,5,16.1,48.9,24.1,5.9,科幻/爱情/美国/青春/火星/2017/温情/剧情,火星男友Gardner（阿沙·巴特菲尔德饰）从天而降，一段关于亲情与爱情的寻觅之旅跨星际上演。16岁的火星男孩Gardner回到地球，带着对一切新奇美好的向往冲破科学家及医护人员的防护，与名叫Tulsa（布丽特妮·罗伯森饰）的地球少女，展开了一段动人心弦的历险，一起追寻自己的出生之谜，一起品尝纯真初恋……
26318596,秦时明月特别篇之帝子降兮,2015,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2285206599.jpg,沈乐平,沈乐平,刘北辰,剧情,2015/2/13, 中国大陆, 汉语普通话,18, 秦时明月之帝子降兮,,8.1,2691,34.3,40.7,21.5,2.7,0.9,秦时明月/国产动画/动画/武侠/悬疑/中国/动漫/爱情,《秦时明月之帝子降兮》是中国动画《秦时明月》系列的手游特别篇。这是《秦时明月 Mobile》运营商北京触控科技有限公司与动画《秦时明月》出品方杭州玄机科技信息技术有限公司的首次动画形式的合作。\n                                    \n                                　　官方描述：“该片较以往几部《秦时明月》系列动画，不仅在剧情上独具看点，整个画面、气氛和叙事风格都做出了大胆挑战，将带给秦迷们全新的感受。尽管属于番外特别篇，但玄机团队依然运用了动画第五部《秦时明月之君临天下》中的技术，并且对技术的运用进行了更为深入和大胆的尝试，使画面的细腻程度和角色的逼真程度都毫不逊色于动画第五部，处处可见亮点，剧情上更将呈现惊喜，同时还将揭晓正片中的一个重要秘密。”
26318896,育婴室,2016,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2372301645.jpg,皮查农·塔玛杰拉,周浩晖,皮查雅·瓦塔那蒙迪里,恐怖,2016/10/28, 中国大陆 , 汉语普通话 ,90, The Nursery,,4.8,2251,3.7,7.5,35.1,32.2,21.6,恐怖/惊悚/泰国/中国/人性/灵异/育婴室/2016,元末军阀混战时，曾出现的一支嗜食人肉，尤其是食小儿之肉的“淮右之军”。而紧邻淮河的小镇临塘曾深受其害。当年淮右军被困临塘，一夜之间吃光了镇上婴幼小儿。战乱平息之后，民国年间，临塘镇流行起召唤“婴灵”的巫术，但养婴灵者往往不得善终，而曾经吃幼婴的“淮右之军”后人蒙少晖（朱一龙 饰）误入其镇，一意孤行揭开了镇压邪灵的封印，古镇上开始频频出现恐怖的异象，事件的相关者也一个接一个的死去。似乎有种神秘的力量在守护着以前的某个秘密……
26320001,唐顿庄园：2015圣诞特别篇,2015,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2292519115.jpg,迈克尔·恩格勒,朱利安·费罗斯,休·博纳维尔,剧情,2015/12/25, 英国, 英语,92, 唐顿庄园：大结局 / Downton Abbey: Christmas Special 2015,tt4419112,9.4,8185,76.5,19.4,3.7,0.3,0,英剧/英国/2015/古典/圣诞特辑/电视剧/剧情/贵族,二小姐结婚了，大小姐怀孕了，两姐妹也和解了。柯拉在医院的工作得到了丈夫与老太太的认可，亨利和汤姆合开了汽车公司，伊莎贝尔表亲与默顿伯爵准备结婚。安娜生了孩子，卡森半退休，巴罗即将成为庄园的管家，黛西和安德鲁确认了心意。莫斯利辞去男仆的职位，正式做了老师。从此以后，所有人都过上了幸福的生活。
26320029,万万没想到,2015,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2291070523.jpg,易小星,易小星,白客,喜剧,2015/12/18, 中国大陆, 汉语普通话,95, 万万没想到：西游篇 / 万万没想到电影版 / Surprise,tt5266678,5.5,149951,6.2,14.7,41.2,25.9,12,喜剧/万万没想到/搞笑/王大锤/叫兽易小星/中国/2015/白客,屌丝小妖王大锤（白客 饰），他生来便与常人不同，两耳尖尖，又有些小法力，总是自诩本地妖王。但让他万万没想到的是，在遇到唐僧师徒四人组后，他的命运发生了逆转；而对于唐僧师徒四人组来说，遇见王大锤也是无比郁闷的第八十二难。双方因此上演了一出相爱相杀，令人捧腹的奇幻冒险。
26322637,火星异种,2016,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2325212536.jpg,三池崇史,中岛一树,伊藤英明,动作,2016/4/29, 日本, 日语,109, Terra Formars / Terraformars,tt4433646,5,5374,3,9.4,36.4,35.2,16,日本/科幻/漫画改编/2016/动作/惊悚/冒险/恐怖,2599年，人类酝酿了五百年之久的火星移民计划终于要迈出重要一步了。在此之前，科学家通过向火星投放藻类以及蟑螂以改善火星的生存环境。而今，为了避免死刑的惩罚，小町小吉（伊藤英明 饰）和青梅竹马秋田奈奈绪（武井咲 饰）不得不答应本多博士（小栗旬 饰）的要求，与武藤仁（山下智久 饰）、蛭间一郎（山田孝之 饰）、森木明日香（菊地凛子 饰）、堂岛启介（加藤雅也 饰）等有着不同身份和背景的人们踏入前往火星的飞船。抵达目的地后，他们惊讶地发现蟑螂早已进化成无比健硕高大的生物，并且迅速向他们发起了进攻。\n                                    \n                                　　在战斗过程中，他们了解到这次火星旅行的真正目的，于是为了回到地球而拼尽全力与洪水般的蟑螂人战斗……
26322774,纯洁心灵·逐梦演艺圈,2015,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2510130772.jpg,毕志飞,毕志飞,朱哲健,剧情,2015/12/10, 中国大陆, 汉语普通话,98, 青春闪闪·逐梦表演系 / Pure Hearts: Into Chinese Showbiz,tt4986830,2.2,80074,1.7,0.1,0.2,1.1,96.9,辣眼睛/无聊/中国大陆/演艺圈/2017/国产/喜剧/青春,海亚影视学院（虚构）近些年已经跻身国内著名影视院校的行列，其表演系2013级本科班，学生形象、艺术条件都格外突出，从入校伊始就备受学校师生关注，被誉为“准明星班”。班主任文天阳年青英俊，刚刚硕士毕业留校，认真负责。\n                                        \n                                    　　班里共有17名学生，8男9女，家庭背景、成长经历、性格各异：有的学生家里条件优越，有奢华海边别墅、游艇与跑车；有的学生是普通工薪阶层的子女；还有学生来自落后偏远山区的少数民族；还有学生是单亲家庭的问题子女……能在千军万马中成功杀出而考取表演专业，是备受人们关注的。他们是天之骄子，热情澎湃，都在自己最美好的青春年华，为自己的美好梦想奋斗着。\n                                        \n                                    　　演员是一个相对被动的职业，经常需要见组和推销自己，学习表演专业的学生也难免要比普通专业学生与社会有更多、更早的接触。城市中有着很多诱惑，影视圈也同样复杂，他们的青春美貌也吸引了形形色色的人士们的目光。文...
26322792,北京遇上西雅图之不二情书,2016,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2336879398.jpg,薛晓路,薛晓路,汤唯,喜剧,2016/4/29, 中国大陆 , 汉语普通话 ,131, 北京遇上西雅图2 / Finding Mr. Right 2 / Beijing Meets Seattle II: Book of Love,tt4960242,6.4,182583,10.1,26,43.6,16.1,4.2,爱情/文艺/温情/中国/2016/浪漫/情感/感人,焦娇（汤唯 饰）15岁就来到了澳门，过着颠沛流离的生活，之后成为了赌场公关。罗大牛（吴秀波 饰）早年来到美国，一番摸爬滚打，如今已经是小有名气的加州房地产经纪人，事业一帆风顺的他在情场上自然步步为赢，是公认的钻石王老五。\n                                    \n                                　　一本名为《查令十字街84号》的书让这一对生活毫无交集的男女走到了一起，两人通过电子邮件进行交往，透过种种误会和波折，最终发现彼此是自己的灵魂伴侣。在此期间，焦娇徘徊在郑义（陆毅 饰）、邓先生（王志文 饰）和诗人（祖峰 饰）之间不知何去何从，而罗大牛则在同华裔老夫妻林平生（秦沛 饰）和唐秀懿（吴彦姝 饰）的交往当中逐渐发现了人生的道义。
26322809,杜拉拉追婚记,2015,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2279987087.jpg,安竹间,苟兴妍,周渝民,喜剧,2015/12/4, 中国大陆, 汉语普通话,101, 杜拉拉升职记2 / 杜拉拉2之杜拉拉追婚记 / 追婚日记(港) / Go Lala Go,tt5227020,5.3,34483,3.8,10.4,42,31.9,11.8,爱情/林依晨/陈柏霖/周渝民/职场/台湾/2015/台湾电影,30好几的杜拉拉（林依晨 饰）二次归来，一心想与王伟（周渝民 饰）结婚的她遇到劲敌美少女沙当当（林珍娜 饰），而另一名追求者陈丰（陈柏霖 饰），和新上司曲络绎（邬君梅 饰）的出现，让杜拉拉对人生的选择陷入迷惘。面对接踵而来的问题，杜拉拉是否能再次“升职”成功呢？
26322816,印第安纳波利斯号：勇者无惧,2016,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2363235768.jpg,马里奥·范·皮布尔斯,卡姆·坎农,尼古拉斯·凯奇,动作,2016/10/14, 美国, 英语,128, 印第安纳波利斯号：勇者,tt2032572,6.1,2133,7.1,19.8,49.3,19.1,4.7,战争/美国/二战/军事/历史/真实事件改编/真人真事改编/2016,本片改编自真实事件，尼古拉斯·凯奇将饰演查尔斯·巴特勒·麦克沃伊上校，该舰于1945年7月在南太平洋被日本潜艇鱼雷击沉，舰上载有两枚原子弹。\n                                    \n                                　　全舰1196名官兵有大约300名随舰沉没，其余的在等待救援的时候面临着日晒、脱水、盐水浸蚀和鲨鱼攻击。只有317名被救，麦克沃伊被送上军事法庭，半个世纪后才被平反。
26322928,鬼乡,2016,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2226663805.jpg,赵正莱,赵正莱,姜荷娜,剧情,2016/2/24, 韩国, 韩语 ,127, Spirits' Homecoming,tt5503266,7.4,27071,16,44,35.1,4.1,0.8,韩国/慰安妇/历史/战争/人性/剧情/2016/二战,故事发生在1943年，日军的屡屡侵犯打破了朝鲜国民的宁静生活，一时间硝烟四起，百姓们失去了赖以生存的家园，过着流离失所的悲苦生活。居昌郡的一个小小村落里，生活着名为正敏（姜荷娜 饰）的十四岁少女，正敏出生在一个平凡但恩爱的家庭中，从小到大都沐浴在父母慈祥的关爱之下。\n                                    \n                                　　战争的到来结束了正敏无忧无虑的生活，某日，日军占领了村庄，不由分说的将正敏掠走送上了开往日本的火车，和她同行的，都是一些和正敏差不多岁数的少女，每个人心中都惴惴不安，不知会有怎样的命运等待着她们。正敏和其他少女们沦为了日军发泄兽欲的对象，过着暗无天日的悲惨生活，然而正敏内心里有一个无比坚定的希望，那就是活下来，重返故乡。
